timestamp;campaign;batch;code;tbl_speed;fom;main_comp;tbl_fill;SREL;pre_comp;produced;waste;cyl_main;cyl_pre;stiffness;ejection
2018-11-13 06:16:33;3;1;25;0;0;0.8;5.68;0;0;0;0;1.79;6;50;107
2018-11-13 06:16:43;3;1;25;0;0;0.8;5.68;0;0;0;0;1.79;6;50;107
2018-11-13 06:16:53;3;1;25;0;0;0.8;5.68;0;0;0;0;1.79;6;50;107
2018-11-13 06:17:03;3;1;25;0;18;0.8;5.68;0;0;0;3;1.79;6;50;107
2018-11-13 06:17:13;3;1;25;0;0;3.5;5.68;114.2;0;0;80;1.79;6;40;344
2018-11-13 06:17:23;3;1;25;51.7;50;3.5;5.68;0;0;0;85;1.79;6;71;190
2018-11-13 06:17:33;3;1;25;0;0;3.5;5.68;0;0;0;112;1.79;6;71;190
2018-11-13 06:17:43;3;1;25;0;0;3.5;5.68;0;0;0;112;1.79;6;71;190
2018-11-13 06:17:53;3;1;25;51.7;50;3.5;5.68;0;0;0;120;2;6;45;174
2018-11-13 06:18:03;3;1;25;100;50;6.5;5.68;21.6;0.1;0;389;2;6;89;318
2018-11-13 06:18:13;3;1;25;100;50;6.1;5.68;8.3;0.1;0;686;2.1;6;91;334
2018-11-13 06:18:23;3;1;25;100;50;5.5;5.68;3.3;0.1;0;969;2.1;6;88;316
2018-11-13 06:18:33;3;1;25;100;50;4;5.3;10.5;0.1;0;1252;2.1;6;96;254
2018-11-13 06:18:43;3;1;25;100;50;4.3;5.4;2.7;0.1;0;1521;2.1;6;92;251
2018-11-13 06:18:53;3;1;25;100;50;4.7;5.5;3;0.1;0;1818;2.1;6;96;280
2018-11-13 06:19:03;3;1;25;100;50;4.7;5.5;3.1;0.1;0;2101;2.1;6;91;261
2018-11-13 06:19:13;3;1;25;100;50;4.7;5.5;3;0.1;0;2369;2.1;6;87;265
2018-11-13 06:19:23;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:19:33;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:19:43;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:19:53;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:20:03;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:20:13;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:20:23;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:20:33;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:20:43;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:20:53;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:21:03;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:21:13;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:21:23;3;1;25;0;0;4.7;5.5;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:21:33;3;1;25;0;0;4.7;5.4;3.2;0.1;0;2468;2.1;6;89;277
2018-11-13 06:21:43;3;1;25;100;50;4.4;5.4;4.4;0.1;0;2595;2.1;6;86;280
2018-11-13 06:21:53;3;1;25;100;50;4.4;5.4;3.2;0.1;0;2878;2.06;6;79;248
2018-11-13 06:22:03;3;1;25;100;50;4.9;5.4;4.4;0.1;0;3161;2.03;6;82;273
