timestamp;campaign;batch;code;tbl_speed;fom;main_comp;tbl_fill;SREL;pre_comp;produced;waste;cyl_main;cyl_pre;stiffness;ejection
2019-01-17 04:09:38;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:09:48;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:09:58;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:10:08;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:10:18;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:10:28;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:10:38;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:10:48;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:10:58;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:11:08;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:11:18;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:11:28;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:11:38;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:11:48;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:11:58;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:12:08;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:12:18;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:12:28;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:12:38;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:12:48;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:12:58;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:13:08;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:13:18;19;80;9;0;0;0;3.82;0;0;0;0;0.6;4;0;0
2019-01-17 04:13:28;19;80;9;0;17;0;3.82;0;0;0;48;0.6;4;0;0
2019-01-17 04:13:38;19;80;9;0;0;0;3.82;0;0;0;75;0.6;4;0;0
2019-01-17 04:13:48;19;80;9;48.9;20;7.1;3.82;100.7;0;0;181;0.6;4;358;135
2019-01-17 04:13:58;19;80;9;100;20;9.1;3.82;5;0.1;0;482;0.6;4;372;110
2019-01-17 04:14:08;19;80;9;100;20;9.1;3.82;5.3;0.1;0;715;0.6;4;382;111
2019-01-17 04:14:18;19;80;9;100;20;9.1;3.82;4.7;0.1;0;866;0.6;4;369;113
2019-01-17 04:14:28;19;80;9;100;20;9;3.82;5.5;0.1;0;1155;0.6;4;359;118
2019-01-17 04:14:38;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:14:48;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:14:58;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:15:08;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:15:18;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:15:28;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:15:38;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:15:48;19;80;9;0;0;9.1;3.82;4.5;0.1;0;1291;0.6;4;342;116
2019-01-17 04:15:58;19;80;9;15.6;20;9.1;3.96;0;0.1;0;1359;0.6;4;229;35
2019-01-17 04:16:08;19;80;9;100;20;9.3;3.96;5.5;0.1;0;1660;0.6;4;386;111
2019-01-17 04:16:18;19;80;9;100;20;9.6;3.96;4.9;0.1;0;1934;0.6;4;374;109
2019-01-17 04:16:28;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:16:38;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:16:48;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:16:58;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:17:08;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:17:18;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:17:28;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:17:38;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:17:48;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:17:58;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:18:08;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:18:18;19;80;9;0;0;9.6;3.96;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:18:28;19;80;9;0;0;9.6;4.03;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:18:38;19;80;9;0;0;9.6;4.03;4.9;0.1;0;1956;0.6;4;374;109
2019-01-17 04:18:48;19;80;9;89;20;8.6;4.03;0;0.1;0;1970;0.92;4;256;45
2019-01-17 04:18:58;19;80;9;100;20;5.2;4.03;20.4;0.1;0;2242;0.92;4;289;82
2019-01-17 04:19:08;19;80;9;100;20;5.3;4.03;5.6;0.1;0;2534;0.92;4;279;86
2019-01-17 04:19:18;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:19:28;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:19:38;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:19:48;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:19:58;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:20:08;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:20:18;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:20:28;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:20:38;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:20:48;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:20:58;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:21:08;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:21:18;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:21:28;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:21:38;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:21:48;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:21:58;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:22:08;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
2019-01-17 04:22:18;19;80;9;0;0;5.4;4.03;6.3;0.1;0;2749;0.92;4;265;96
