timestamp;campaign;batch;code;tbl_speed;fom;main_comp;tbl_fill;SREL;pre_comp;produced;waste;cyl_main;cyl_pre;stiffness;ejection
2018-12-03 22:16:57;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:17:07;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:17:17;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:17:27;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:17:37;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:17:47;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:17:57;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:18:07;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:18:17;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:18:27;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:18:37;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:18:47;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:18:57;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:19:07;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:19:17;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:19:27;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:19:37;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:19:47;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:19:57;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:20:07;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:20:17;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:20:27;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:20:37;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:20:47;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:20:57;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:21:07;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:21:17;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:21:27;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:21:37;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:21:47;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:21:57;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:22:07;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:22:17;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
2018-12-03 22:22:27;17;61;24;0;0;0;8.2;52.2;0;0;0;2.5;3.3;0;0
